0 577056 0.25648 100
1 4828.31 0.497106 148090
2 2110.14 0.461755 148110
3 1208.3 0.48206 148149
4 812.079 0.459467 148127
5 553.436 0.48324 148161
6 412.866 0.461585 148138
7 302.657 0.485729 148164
8 238.391 0.463628 148146
9 182.147 0.487619 148165
10 148.22 0.465011 148150
11 116.194 0.488824 148165
12 96.5374 0.465869 148153
13 76.9641 0.48957 148164
14 64.8482 0.466409 148156
15 52.3092 0.490054 148164
16 44.5189 0.466774 148157
17 36.2212 0.490398 148163
18 31.0606 0.467047 148158
19 25.4397 0.490669 148163
20 21.9455 0.467274 148159
21 18.0703 0.490904 148163
22 15.6643 0.467478 148160
23 12.9554 0.491121 148162
24 11.2765 0.467668 148160
25 9.36154 0.491327 148162
26 8.177 0.467852 148160
27 6.81052 0.491526 148162
28 5.96702 0.468029 148161
29 4.98406 0.491719 148162
30 4.3786 0.468202 148161
31 3.66659 0.491907 148162
32 3.22895 0.468369 148161
33 2.71001 0.492088 148162
34 2.39172 0.468531 148161
35 2.01143 0.492263 148162
36 1.77866 0.468687 148161
37 1.49861 0.492431 148162
38 1.32753 0.468835 148161
39 1.12037 0.492591 148162
40 0.994071 0.468977 148161
41 0.840226 0.492744 148161
42 0.746598 0.469112 148161
43 0.631927 0.492888 148161
44 0.562261 0.469239 148161
45 0.476505 0.493025 148161
46 0.424492 0.469359 148161
47 0.360164 0.493153 148161
48 0.32121 0.469472 148161
49 0.272822 0.493274 148161
50 0.243564 0.469578 148161
51 0.207074 0.493387 148161
52 0.185041 0.469677 148161
53 0.157459 0.493493 148161
54 0.140827 0.46977 148161
55 0.119934 0.493592 148161
56 0.10735 0.469856 148161
57 0.0914925 0.493684 148161
58 0.0819533 0.469937 148161
59 0.0698955 0.493771 148161
60 0.0626503 0.470013 148161
61 0.0534667 0.493851 148161
62 0.0479542 0.470083 148161
63 0.0409491 0.493927 148161
64 0.0367483 0.470149 148161
65 0.0313972 0.493997 148161
66 0.0281913 0.470211 148161
67 0.0240983 0.494063 148161
68 0.0216484 0.470268 148161
69 0.018514 0.494124 148161
70 0.0166394 0.470322 148161
71 0.0142364 0.494182 148161
72 0.0128003 0.470373 148161
73 0.0109562 0.494236 148161
74 0.00985487 0.47042 148161
75 0.00843827 0.494286 148161
76 0.00759284 0.470464 148161
77 0.00650366 0.494334 148161
78 0.00585407 0.470506 148161
79 0.00501595 0.494378 148161
80 0.0045164 0.470546 148161
81 0.00387098 0.494421 148161
82 0.0034865 0.470583 148161
83 0.00298911 0.49446 148161
84 0.00269298 0.470618 148161
85 0.00230942 0.494498 148161
86 0.00208117 0.470651 148161
87 0.0017852 0.494534 148161
88 0.00160916 0.470682 148161
89 0.00138064 0.494567 148161
90 0.00124479 0.470712 148161
91 0.00106825 0.4946 148161
92 0.000963349 0.47074 148161
93 0.000826902 0.49463 148161
94 0.000745855 0.470767 148161
95 0.000640342 0.494659 148161
96 0.000577694 0.470793 148161
97 0.000496063 0.494687 148161
98 0.000447614 0.470818 148161
99 0.000384433 0.494714 148161
100 0.000346948 0.470841 148161
101 0.000298027 0.494739 148161
102 0.000269012 0.470864 148161
103 0.000231118 0.494763 148161
104 0.000208651 0.470885 148161
105 0.000179287 0.494787 148161
106 0.000161883 0.470906 148161
107 0.000139121 0.494809 148161
108 0.000125634 0.470926 148161
109 0.000107984 0.494831 148161
110 9.75297e-05 0.470945 148161
111 8.38393e-05 0.494852 148161
112 7.57324e-05 0.470964 148161
113 6.511e-05 0.494872 148161
114 5.88217e-05 0.470982 148161
115 5.05775e-05 0.494891 148161
116 4.56982e-05 0.470999 148161
117 3.9298e-05 0.49491 148161
118 3.55111e-05 0.471016 148161
119 3.0541e-05 0.494928 148161
120 2.7601e-05 0.471032 148161
121 2.37406e-05 0.494946 148161
122 2.14576e-05 0.471048 148161
123 1.84584e-05 0.494963 148161
124 1.66851e-05 0.471063 148161
125 1.43544e-05 0.49498 148161
126 1.29766e-05 0.471078 148161
127 1.1165e-05 0.494995 148161
128 1.00944e-05 0.471093 148161
129 8.68597e-06 0.49501 148161
130 7.85378e-06 0.471107 148161
131 6.7586e-06 0.495025 148161
132 6.11161e-06 0.471121 148161
133 5.25984e-06 0.495039 148161
134 4.75673e-06 0.471134 148161
135 4.09413e-06 0.495054 148161
136 3.70284e-06 0.471147 148161
137 3.1873e-06 0.495068 148161
138 2.88291e-06 0.47116 148161
139 2.48173e-06 0.495081 148161
140 2.2449e-06 0.471172 148161
141 1.93265e-06 0.495094 148161
142 1.74835e-06 0.471184 148161
143 1.50528e-06 0.495107 148161
144 1.36183e-06 0.471197 148161
145 1.17259e-06 0.495118 148161
146 1.06092e-06 0.471208 148161
147 9.13548e-07 0.495133 148161
