0.10000000 0.18284925
0.20000000 0.16789850
0.30000000 0.14808902
0.40000000 0.13081835
0.50000000 0.12305648
0.60000000 0.12648848
0.70000000 0.13656544
0.80000000 0.14648203
0.90000000 0.15095467
1.00000000 0.14729032
1.10000000 0.13518270
1.20000000 0.11671384
1.30000000 0.09643659
1.40000000 0.07999909
1.50000000 0.07079008
1.60000000 0.06789372
1.70000000 0.06783326
1.80000000 0.06731134
1.90000000 0.06436274
2.00000000 0.05832006
2.10000000 0.04956752
2.20000000 0.03941297
2.30000000 0.02977201
2.40000000 0.02228075
2.50000000 0.01742008
2.60000000 0.01459544
2.70000000 0.01286359
2.80000000 0.01148401
2.90000000 0.01006288
3.00000000 0.00847096
3.10000000 0.00673969
3.20000000 0.00500201
3.30000000 0.00345289
3.40000000 0.00226419
3.50000000 0.00148100
3.60000000 0.00101639
3.70000000 0.00074509
3.80000000 0.00057307
3.90000000 0.00044869
4.00000000 0.00034790
4.10000000 0.00026145
4.20000000 0.00018603
4.30000000 0.00012415
4.40000000 0.00007725
4.50000000 0.00004595
4.60000000 0.00002734
4.70000000 0.00001644
4.80000000 0.00000994
4.90000000 0.00000649
5.00000000 0.00000453
5.10000000 0.00000303
5.20000000 0.00000199
5.30000000 0.00000151
5.40000000 0.00000126
5.50000000 0.00000072
5.60000000 0.00000056
5.70000000 0.00000052
5.80000000 0.00000059
5.90000000 0.00000027
6.00000000 0.00000019


0.10000000 0.13126089
0.20000000 0.11337271
0.30000000 0.09716265
0.40000000 0.09548021
0.50000000 0.10733915
0.60000000 0.11992614
0.70000000 0.12268355
0.80000000 0.11246368
0.90000000 0.09350182
1.00000000 0.07679569
1.10000000 0.07214247
1.20000000 0.07734249
1.30000000 0.08273632
1.40000000 0.08137729
1.50000000 0.07159658
1.60000000 0.05665837
1.70000000 0.04374189
1.80000000 0.03818276
1.90000000 0.03810907
2.00000000 0.03841152
2.10000000 0.03589727
2.20000000 0.03002486
2.30000000 0.02237917
2.40000000 0.01589295
2.50000000 0.01244103
2.60000000 0.01121931
2.70000000 0.01049593
2.80000000 0.00928173
2.90000000 0.00740894
3.00000000 0.00524160
3.10000000 0.00341991
3.20000000 0.00234229
3.30000000 0.00184871
3.40000000 0.00158279
3.50000000 0.00133057
3.60000000 0.00103269
3.70000000 0.00071488
3.80000000 0.00044221
3.90000000 0.00026587
4.00000000 0.00017679
4.10000000 0.00013357
4.20000000 0.00010502
4.30000000 0.00008026
4.40000000 0.00005610
4.50000000 0.00003490
4.60000000 0.00001989
4.70000000 0.00001107
4.80000000 0.00000644
4.90000000 0.00000443
5.00000000 0.00000337
5.10000000 0.00000231
5.20000000 0.00000140
5.30000000 0.00000092
5.40000000 0.00000069
5.50000000 0.00000021
5.60000000 0.00000015
5.70000000 0.00000022
5.80000000 0.00000037
5.90000000 0.00000011
6.00000000 0.00000007


0.10000000 0.10592262
0.20000000 0.08745059
0.30000000 0.07892387
0.40000000 0.08939194
0.50000000 0.10319040
0.60000000 0.10425542
0.70000000 0.08997163
0.80000000 0.07167655
0.90000000 0.06678639
1.00000000 0.07526695
1.10000000 0.08173046
1.20000000 0.07666392
1.30000000 0.06153643
1.40000000 0.04768699
1.50000000 0.04523926
1.60000000 0.04914985
1.70000000 0.04955150
1.80000000 0.04274957
1.90000000 0.03172592
2.00000000 0.02387549
2.10000000 0.02236916
2.20000000 0.02283903
2.30000000 0.02118049
2.40000000 0.01670098
2.50000000 0.01142969
2.60000000 0.00826626
2.70000000 0.00742639
2.80000000 0.00704628
2.90000000 0.00602084
3.00000000 0.00436100
3.10000000 0.00276403
3.20000000 0.00189382
3.30000000 0.00160047
3.40000000 0.00141460
3.50000000 0.00112826
3.60000000 0.00076274
3.70000000 0.00045112
3.80000000 0.00028761
3.90000000 0.00022529
4.00000000 0.00018673
4.10000000 0.00014172
4.20000000 0.00009106
4.30000000 0.00005083
4.40000000 0.00002943
4.50000000 0.00002090
4.60000000 0.00001650
4.70000000 0.00001196
4.80000000 0.00000713
4.90000000 0.00000373
5.00000000 0.00000203
5.10000000 0.00000114
5.20000000 0.00000067
5.30000000 0.00000056
5.40000000 0.00000051
5.50000000 0.00000008
5.60000000 0.00000002
5.70000000 0.00000008
5.80000000 0.00000024
5.90000000 0.00000002
6.00000000 0.00000005


0.10000000 0.09015513
0.20000000 0.07252811
0.30000000 0.07208343
0.40000000 0.08732814
0.50000000 0.09387081
0.60000000 0.08210687
0.70000000 0.06431125
0.80000000 0.06290446
0.90000000 0.07400236
1.00000000 0.07695385
1.10000000 0.06500021
1.20000000 0.04927241
1.30000000 0.04692454
1.40000000 0.05319214
1.50000000 0.05322382
1.60000000 0.04314786
1.70000000 0.03133017
1.80000000 0.02858031
1.90000000 0.03090427
2.00000000 0.02957868
2.10000000 0.02288626
2.20000000 0.01574025
2.30000000 0.01350496
2.40000000 0.01380658
2.50000000 0.01261086
2.60000000 0.00930959
2.70000000 0.00602246
2.80000000 0.00478124
2.90000000 0.00459737
3.00000000 0.00402276
3.10000000 0.00285455
3.20000000 0.00173758
3.30000000 0.00125858
3.40000000 0.00113332
3.50000000 0.00095743
3.60000000 0.00066165
3.70000000 0.00038212
3.80000000 0.00024914
3.90000000 0.00020811
4.00000000 0.00017080
4.10000000 0.00011703
4.20000000 0.00006489
4.30000000 0.00003781
4.40000000 0.00002857
4.50000000 0.00002279
4.60000000 0.00001590
4.70000000 0.00000870
4.80000000 0.00000413
4.90000000 0.00000272
5.00000000 0.00000225
5.10000000 0.00000146
5.20000000 0.00000067
5.30000000 0.00000037
5.40000000 0.00000037
5.50000000 0.00000007
5.60000000 0.00000008
5.70000000 0.00000015
5.80000000 0.00000029
5.90000000 0.00000003
6.00000000 0.00000001


0.10000000 0.07911058
0.20000000 0.06324608
0.30000000 0.06954055
0.40000000 0.08399705
0.50000000 0.08103513
0.60000000 0.06312151
0.70000000 0.05722586
0.80000000 0.06886493
0.90000000 0.07265526
1.00000000 0.05951504
1.10000000 0.04589652
1.20000000 0.04948552
1.30000000 0.05564851
1.40000000 0.04951866
1.50000000 0.03589831
1.60000000 0.03161865
1.70000000 0.03557436
1.80000000 0.03439054
1.90000000 0.02570523
2.00000000 0.01855842
2.10000000 0.01872111
2.20000000 0.01916833
2.30000000 0.01546482
2.40000000 0.01017180
2.50000000 0.00824299
2.60000000 0.00839814
2.70000000 0.00735984
2.80000000 0.00496722
2.90000000 0.00322355
3.00000000 0.00290989
3.10000000 0.00270188
3.20000000 0.00199299
3.30000000 0.00118055
3.40000000 0.00083816
3.50000000 0.00076604
3.60000000 0.00062163
3.70000000 0.00038852
3.80000000 0.00022144
3.90000000 0.00017283
4.00000000 0.00014805
4.10000000 0.00010414
4.20000000 0.00005661
4.30000000 0.00003377
4.40000000 0.00002713
4.50000000 0.00002107
4.60000000 0.00001308
4.70000000 0.00000654
4.80000000 0.00000375
4.90000000 0.00000298
5.00000000 0.00000224
5.10000000 0.00000110
5.20000000 0.00000038
5.30000000 0.00000034
5.40000000 0.00000044
5.50000000 0.00000010
5.60000000 0.00000007
5.70000000 0.00000014
5.80000000 0.00000030
5.90000000 0.00000005
6.00000000 0.00000002


0.10000000 0.07082016
0.20000000 0.05728739
0.30000000 0.06838311
0.40000000 0.07885503
