  -4.82963 7.41213e-11
  -3.53553 3.72665e-06
   -1.2941   0.187368
    1.2941   0.187368
   3.53553 3.72665e-06
   4.82963 7.41213e-11

  -4.94911 2.30429e-11
  -4.54816 1.03822e-09
  -3.77875 6.29125e-07
   -2.7032 0.000670617
  -1.40866   0.137473
-1.41638e-15          1
   1.40866   0.137473
    2.7032 0.000670617
   3.77875 6.29125e-07
   4.54816 1.03822e-09
   4.94911 2.30429e-11

  -4.97592 1.76583e-11
   -4.7847 1.14166e-10
  -4.40961 3.59174e-09
  -3.86505 3.25264e-07
  -3.17197 4.26975e-05
  -2.35698 0.00386663
  -1.45142   0.121647
 -0.490086   0.786483
  0.490086   0.786483
   1.45142   0.121647
   2.35698 0.00386663
   3.17197 4.26975e-05
   3.86505 3.25264e-07
   4.40961 3.59174e-09
    4.7847 1.14166e-10
   4.97592 1.76583e-11

  -4.98602 1.59688e-11
  -4.87464 4.78902e-11
  -4.65437 3.90674e-10
  -4.33013 7.19413e-09
  -3.90916 2.30847e-07
  -3.40086 9.48429e-06
   -2.8166 0.000358624
  -2.16942 0.00903746
  -1.47378   0.113948
 -0.745211   0.573877
-3.06162e-16          1
  0.745211   0.573877
   1.47378   0.113948
   2.16942 0.00903746
    2.8166 0.000358624
   3.40086 9.48429e-06
   3.90916 2.30847e-07
   4.33013 7.19413e-09
   4.65437 3.90674e-10
   4.87464 4.78902e-11
   4.98602 1.59688e-11

